,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted,Adopted_scored
8376,Cat,4,Domestic Medium Hair,Female,Yellow,White,Small,Short,No,No,Healthy,0,5,No,Yes
8377,Cat,10,Somali,Female,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,50,1,Yes,Yes
8378,Cat,4,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,Yes,Healthy,0,2,Yes,Yes
8379,Cat,2,Domestic Short Hair,Female,Brown,Gray,Small,Short,No,Yes,Healthy,0,4,Yes,Yes
8380,Dog,96,Poodle,Female,White,No Color,Small,Medium,Yes,Not Sure,Healthy,0,2,Yes,Yes
8381,Dog,9,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,Yes,No
8382,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8383,Dog,2,Terrier,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8384,Cat,4,Domestic Short Hair,Male,Brown,Gray,Small,Short,No,No,Healthy,0,4,Yes,Yes
8385,Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
8386,Dog,60,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,2,No,No
8387,Dog,96,Golden Retriever,Male,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
8388,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,Yes,Yes
8389,Cat,54,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,5,Yes,Yes
8390,Cat,1,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,No,No,Healthy,0,8,Yes,Yes
8391,Dog,1,Mixed Breed,Male,Black,White,Small,Short,No,No,Healthy,0,1,Yes,Yes
8392,Cat,4,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
8393,Cat,12,Domestic Short Hair,Male,Brown,Gray,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
8394,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,5,No,Yes
8395,Cat,1,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,2,Yes,Yes
8396,Cat,4,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,4,Yes,Yes
8397,Cat,2,Domestic Short Hair,Female,Gray,White,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
8398,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8399,Dog,4,Golden Retriever,Female,Golden,No Color,Large,Medium,Yes,Not Sure,Healthy,0,1,Yes,Yes
8400,Cat,12,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,0,15,No,Yes
8401,Dog,12,Shih Tzu,Male,Black,White,Small,Medium,Not Sure,Yes,Healthy,0,0,Yes,Yes
8402,Cat,5,Domestic Short Hair,Female,Golden,Cream,Medium,Short,No,No,Healthy,0,4,No,Yes
8403,Dog,48,Poodle,Male,Cream,No Color,Small,Short,Yes,Yes,Healthy,0,1,Yes,Yes
8404,Dog,48,Pit Bull Terrier,Male,Brown,White,Large,Short,Yes,Yes,Healthy,350,5,No,Yes
8405,Dog,7,Mixed Breed,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,8,Yes,Yes
8406,Cat,10,Domestic Long Hair,Female,Black,No Color,Medium,Long,Yes,Yes,Healthy,200,1,No,No
8407,Dog,2,Mixed Breed,Female,Black,Brown,Small,Short,Not Sure,No,Healthy,0,3,No,Yes
8408,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,10,4,Yes,Yes
8409,Cat,10,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8410,Dog,60,Yorkshire Terrier Yorkie,Female,Black,Brown,Small,Long,Yes,Yes,Healthy,280,2,Yes,Yes
8411,Cat,36,Tabby,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,5,Yes,Yes
8412,Dog,2,Labrador Retriever,Female,Black,Golden,Large,Short,No,No,Healthy,0,5,Yes,Yes
8413,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,14,No,Yes
8414,Cat,7,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
8415,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,4,No,Yes
8416,Cat,1,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,16,Yes,Yes
8417,Cat,4,Burmese,Male,Black,No Color,Small,Medium,No,Yes,Healthy,0,1,Yes,Yes
8418,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,No,Yes
8419,Dog,8,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,150,11,No,Yes
8420,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,Yes,Yes
8421,Dog,3,Labrador Retriever,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
8422,Dog,3,Mixed Breed,Male,Brown,Yellow,Medium,Medium,Not Sure,Not Sure,Healthy,50,1,No,No
8423,Cat,24,Domestic Long Hair,Female,Golden,Cream,Medium,Long,No,Yes,Healthy,0,5,No,Yes
8424,Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,18,Yes,Yes
8425,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes,Yes
8426,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,5,2,Yes,Yes
8427,Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,17,No,No
8428,Dog,5,Golden Retriever,Female,Cream,White,Medium,Medium,Yes,No,Healthy,0,11,Yes,Yes
8429,Cat,4,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,9,Yes,Yes
8430,Cat,2,Domestic Short Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
8431,Cat,4,Persian,Male,Cream,White,Small,Short,Yes,No,Healthy,250,4,Yes,Yes
8432,Cat,8,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,5,No,Yes
8433,Cat,5,Tabby,Male,Yellow,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8434,Cat,1,Tabby,Male,Brown,Yellow,Small,Short,No,No,Healthy,0,5,Yes,Yes
8435,Dog,9,Mixed Breed,Female,Black,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,1,Yes,No
8436,Cat,15,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,5,Yes,Yes
8437,Dog,60,Rottweiler,Male,Black,No Color,Large,Short,Yes,No,Healthy,0,0,Yes,Yes
8438,Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,2,Yes,Yes
8439,Cat,2,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,5,Yes,Yes
8440,Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,50,2,No,Yes
8441,Cat,6,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,No,No
8442,Dog,12,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,3,No,No
8443,Cat,2,Domestic Long Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,50,7,Yes,Yes
8444,Cat,1,Domestic Medium Hair,Male,Golden,Cream,Medium,Medium,No,No,Healthy,50,8,Yes,Yes
8445,Dog,2,Mixed Breed,Female,Golden,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8446,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8447,Cat,4,Domestic Short Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
8448,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
8449,Cat,4,Domestic Long Hair,Male,Black,Brown,Small,Long,No,No,Healthy,0,4,Yes,Yes
8450,Cat,12,Tuxedo,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,1,No,Yes
8451,Dog,11,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,15,Yes,Yes
8452,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8453,Cat,12,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,No,No
8454,Cat,1,Domestic Short Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,0,7,Yes,Yes
8455,Cat,2,Domestic Short Hair,Female,Golden,Yellow,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8456,Cat,12,Domestic Short Hair,Female,Golden,Gray,Medium,Short,Yes,Yes,Healthy,250,3,No,No
8457,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,0,Yes,Yes
8458,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Not Sure,Healthy,0,2,No,No
8459,Dog,15,Spitz,Female,White,No Color,Small,Medium,Yes,Not Sure,Healthy,1,2,Yes,Yes
8460,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,50,2,No,Yes
8461,Dog,24,Silky Terrier,Male,Black,No Color,Medium,Medium,No,Yes,Healthy,0,1,Yes,Yes
8462,Dog,36,German Shepherd Dog,Female,Black,No Color,Large,Medium,Not Sure,No,Healthy,0,3,Yes,Yes
8463,Dog,12,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes,No
8464,Dog,13,Mixed Breed,Female,White,No Color,Small,Short,No,Yes,Healthy,0,1,Yes,Yes
8465,Dog,84,Golden Retriever,Male,Golden,No Color,Large,Medium,Not Sure,Not Sure,Healthy,0,2,No,Yes
8466,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes,Yes
8467,Cat,3,Domestic Medium Hair,Female,Yellow,White,Medium,Medium,No,No,Healthy,50,3,Yes,Yes
8468,Cat,1,Domestic Short Hair,Female,Black,White,Small,Short,No,Not Sure,Healthy,0,3,Yes,Yes
8469,Dog,84,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No,No
8470,Cat,4,Domestic Long Hair,Male,Black,No Color,Medium,Long,No,No,Healthy,150,2,Yes,Yes
8471,Cat,2,Domestic Short Hair,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8472,Cat,2,Domestic Medium Hair,Male,Brown,No Color,Large,Medium,No,Not Sure,Healthy,0,2,Yes,Yes
8473,Dog,2,Mixed Breed,Male,Brown,White,Small,Short,Not Sure,Not Sure,Healthy,0,1,No,No
8474,Cat,2,Domestic Medium Hair,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,11,Yes,Yes
8475,Cat,3,Domestic Short Hair,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,0,2,Yes,Yes
8476,Cat,4,Domestic Short Hair,Male,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,1,No,Yes
8477,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
8478,Dog,1,Mixed Breed,Male,Brown,Yellow,Medium,Short,No,No,Healthy,50,2,Yes,Yes
8479,Cat,10,Domestic Short Hair,Male,Black,No Color,Large,Short,No,No,Healthy,0,2,No,Yes
8480,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,8,Yes,Yes
8481,Dog,4,Mixed Breed,Male,Yellow,No Color,Small,Short,Yes,Not Sure,Healthy,0,3,No,No
8482,Dog,96,West Highland White Terrier Westie,Female,White,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,1,No,Yes
8483,Cat,12,Persian,Female,Yellow,Gray,Medium,Long,No,No,Healthy,0,2,Yes,Yes
8484,Dog,3,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
8485,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8486,Cat,36,Calico,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
8487,Dog,6,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,2,No,No
8488,Dog,36,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,No,Yes
8489,Dog,1,Mixed Breed,Male,Black,Cream,Small,Medium,No,No,Healthy,0,3,Yes,Yes
8490,Dog,4,Hound,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8491,Dog,1,Mixed Breed,Male,Cream,White,Medium,Short,Yes,No,Healthy,0,1,Yes,Yes
8492,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,No,Yes
8493,Cat,3,Domestic Medium Hair,Male,Black,No Color,Small,Medium,No,No,Healthy,0,2,Yes,Yes
8494,Cat,12,Domestic Medium Hair,Female,Golden,Yellow,Small,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
8495,Cat,12,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,Yes,Healthy,0,3,Yes,Yes
8496,Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes,Yes
8497,Dog,7,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,No,No
8498,Dog,7,Mixed Breed,Male,Black,White,Medium,Short,Yes,Yes,Healthy,110,2,Yes,Yes
8499,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,7,Yes,Yes
8500,Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,4,No,Yes
8501,Cat,2,Domestic Short Hair,Female,Yellow,White,Small,Short,No,No,Minor Injury,0,4,No,Yes
8502,Dog,6,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,3,No,No
8503,Cat,2,Domestic Short Hair,Male,Black,Gray,Small,Short,No,No,Healthy,0,14,Yes,Yes
8504,Cat,3,Domestic Short Hair,Female,Brown,White,Small,Short,No,Not Sure,Healthy,0,1,No,Yes
8505,Cat,3,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,No,Minor Injury,0,6,Yes,Yes
8506,Dog,15,Poodle,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,500,1,No,Yes
8507,Cat,2,Domestic Short Hair,Male,Brown,White,Small,Medium,No,No,Healthy,20,3,Yes,Yes
8508,Cat,6,Domestic Short Hair,Male,Cream,White,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8509,Cat,10,Domestic Short Hair,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,Yes,No
8510,Cat,6,Domestic Medium Hair,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,0,1,No,Yes
8511,Dog,4,Silky Terrier,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
8512,Cat,1,Russian Blue,Female,Cream,Gray,Medium,Long,No,No,Healthy,100,5,Yes,Yes
8513,Dog,12,Labrador Retriever,Male,Black,White,Large,Short,Not Sure,No,Healthy,0,6,Yes,Yes
8514,Cat,4,Domestic Medium Hair,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,2,No,Yes
8515,Cat,3,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,No,No,Healthy,100,2,Yes,Yes
8516,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8517,Dog,24,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes,No
8518,Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8519,Cat,3,Domestic Medium Hair,Female,Gray,White,Medium,Medium,Yes,No,Healthy,0,1,Yes,Yes
8520,Dog,8,Mixed Breed,Male,Golden,No Color,Large,Short,Yes,Not Sure,Healthy,0,2,No,No
8521,Cat,3,Domestic Short Hair,Female,Black,Yellow,Small,Short,Yes,No,Healthy,0,7,Yes,Yes
8522,Dog,24,Mixed Breed,Female,Black,White,Medium,Short,No,Not Sure,Healthy,0,4,No,No
8523,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,5,Yes,Yes
8524,Dog,12,Mixed Breed,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,2,No,No
8525,Cat,1,Domestic Medium Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,Yes,Yes
8526,Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,3,Yes,Yes
8527,Cat,5,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8528,Dog,3,Mixed Breed,Female,Black,Brown,Large,Short,Yes,No,Healthy,0,2,Yes,Yes
8529,Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,5,No,Yes
8530,Dog,2,Mixed Breed,Male,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes,Yes
8531,Dog,18,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,3,No,No
8532,Dog,12,Mixed Breed,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,No
8533,Cat,2,Domestic Short Hair,Male,Golden,No Color,Small,Short,No,No,Healthy,50,4,Yes,Yes
8534,Cat,9,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,No,Yes
8535,Cat,2,Domestic Medium Hair,Male,Black,Yellow,Large,Medium,No,No,Healthy,0,4,Yes,Yes
8536,Dog,24,Belgian Shepherd Malinois,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,3,No,Yes
8537,Dog,36,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,200,5,Yes,Yes
8538,Cat,2,Domestic Short Hair,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
8539,Dog,36,Beagle,Male,Black,Brown,Medium,Short,Not Sure,Yes,Healthy,0,3,Yes,Yes
8540,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,4,Yes,Yes
8541,Dog,8,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,2,Yes,No
8542,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes,Yes
8543,Dog,2,Collie,Female,Brown,White,Medium,Short,No,No,Healthy,0,4,Yes,Yes
8544,Dog,36,Mixed Breed,Male,Black,Brown,Small,Medium,Yes,No,Healthy,0,1,Yes,No
8545,Dog,4,Shih Tzu,Female,Brown,Cream,Small,Medium,Yes,Not Sure,Healthy,500,5,Yes,Yes
8546,Dog,4,Spitz,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,3,Yes,Yes
8547,Cat,3,American Shorthair,Female,Black,No Color,Small,Medium,Yes,Yes,Healthy,0,5,Yes,Yes
8548,Cat,5,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,Not Sure,Healthy,0,1,No,Yes
8549,Dog,13,Mixed Breed,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,0,1,No,No
8550,Cat,10,Domestic Medium Hair,Female,Black,Brown,Large,Medium,No,No,Healthy,0,1,Yes,Yes
8551,Cat,2,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes,Yes
8552,Dog,3,Mixed Breed,Male,Cream,No Color,Large,Short,No,Not Sure,Healthy,0,2,Yes,Yes
8553,Dog,3,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,No,Healthy,200,2,Yes,Yes
8554,Dog,28,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No,No
8555,Dog,48,Shih Tzu,Male,Black,Brown,Small,Long,No,No,Healthy,50,1,Yes,Yes
8556,Dog,4,Mixed Breed,Male,Black,No Color,Small,Short,No,No,Healthy,200,1,No,No
8557,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes,Yes
8558,Cat,2,Domestic Long Hair,Male,Gray,White,Small,Long,Not Sure,Not Sure,Healthy,0,5,Yes,Yes
8559,Cat,48,Domestic Medium Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,6,Yes,No
8560,Dog,60,Spitz,Female,Brown,Golden,Medium,Long,Yes,No,Healthy,0,3,Yes,Yes
8561,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8562,Cat,3,Domestic Long Hair,Female,Black,Brown,Medium,Long,No,No,Healthy,100,3,Yes,Yes
8563,Dog,10,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes,No
8564,Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,7,Yes,Yes
8565,Cat,3,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,2,Yes,Yes
8566,Dog,2,Terrier,Male,Black,White,Medium,Short,Yes,No,Healthy,0,7,Yes,Yes
8567,Dog,7,Mixed Breed,Female,White,No Color,Medium,Medium,Yes,Yes,Healthy,200,5,Yes,Yes
8568,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8569,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,50,2,Yes,Yes
8570,Dog,16,German Spitz,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,50,5,Yes,Yes
8571,Dog,24,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,No,No
8572,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes,Yes
8573,Dog,255,Mixed Breed,Male,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No,No
8574,Cat,9,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8575,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,9,Yes,Yes
8576,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,4,No,Yes
8577,Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,5,Yes,Yes
8578,Dog,45,Schnauzer,Female,White,No Color,Small,Short,Yes,Yes,Healthy,0,2,Yes,Yes
8579,Cat,12,Domestic Medium Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,0,6,Yes,Yes
8580,Cat,3,Domestic Short Hair,Female,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,3,Yes,Yes
8581,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,1,Yes,Yes
8582,Dog,5,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes,Yes
8583,Cat,3,Domestic Medium Hair,Male,Gray,White,Medium,Medium,Yes,No,Healthy,50,7,Yes,Yes
8584,Cat,4,Domestic Short Hair,Male,Brown,White,Small,Short,Yes,No,Healthy,0,5,Yes,Yes
8585,Dog,1,Terrier,Male,Brown,Cream,Medium,Medium,Yes,No,Healthy,200,2,Yes,Yes
8586,Cat,3,Domestic Short Hair,Female,Brown,No Color,Small,Medium,No,No,Healthy,0,2,Yes,Yes
8587,Dog,48,Terrier,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,2,Yes,Yes
8588,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,Yes,Yes
8589,Dog,84,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,7,Yes,No
8590,Dog,32,Jack Russell Terrier,Female,Brown,White,Small,Short,Yes,Yes,Healthy,0,2,Yes,Yes
8591,Dog,3,Mixed Breed,Male,Black,White,Medium,Long,No,No,Healthy,0,3,No,Yes
8592,Dog,24,Greyhound,Female,Brown,White,Large,Short,Not Sure,Not Sure,Healthy,0,3,No,Yes
8593,Dog,10,Spitz,Male,Golden,Cream,Medium,Long,Yes,No,Healthy,0,9,Yes,Yes
8594,Cat,2,Domestic Short Hair,Female,Gray,No Color,Small,Short,No,No,Healthy,0,3,No,Yes
8595,Dog,48,Miniature Pinscher,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,3,No,Yes
8596,Dog,2,Mixed Breed,Female,White,No Color,Medium,Medium,No,No,Healthy,0,4,Yes,Yes
8597,Cat,1,Domestic Medium Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,6,Yes,Yes
8598,Cat,4,Domestic Short Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,0,1,No,Yes
8599,Dog,96,Labrador Retriever,Male,Golden,White,Medium,Short,Yes,Not Sure,Healthy,0,4,Yes,Yes
8600,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes,Yes
8601,Cat,12,Persian,Female,Black,Cream,Medium,Long,Yes,Yes,Healthy,0,4,Yes,Yes
8602,Dog,14,Mixed Breed,Female,Cream,White,Medium,Short,Yes,No,Healthy,0,0,No,No
8603,Dog,84,Schnauzer,Male,Black,Gray,Small,Short,Yes,Not Sure,Healthy,0,4,Yes,Yes
8604,Dog,10,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,No,Yes
8605,Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,3,No,Yes
8606,Dog,4,Labrador Retriever,Female,Black,No Color,Medium,Short,Yes,No,Healthy,5,2,Yes,Yes
8607,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes,Yes
8608,Dog,24,Mixed Breed,Male,Golden,No Color,Large,Medium,No,Yes,Healthy,0,8,Yes,Yes
8609,Dog,24,Mixed Breed,Male,Black,Brown,Large,Medium,Yes,No,Healthy,0,1,No,No
8610,Cat,120,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,50,17,No,No
8611,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,100,7,Yes,Yes
8612,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes,Yes
8613,Cat,27,Domestic Medium Hair,Female,Golden,Yellow,Medium,Medium,No,Yes,Healthy,0,4,No,No
8614,Dog,26,Mixed Breed,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,6,No,No
8615,Cat,1,Domestic Short Hair,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,Yes,Yes
8616,Cat,2,Domestic Medium Hair,Female,Black,Yellow,Small,Medium,No,No,Healthy,0,6,No,Yes
8617,Dog,3,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,No,Yes
8618,Dog,3,Mixed Breed,Male,White,No Color,Medium,Short,Not Sure,No,Healthy,0,11,Yes,Yes
